Quebra;Quebra2;Empenho;Ano Empenho;Fundo;Descrição Fundo;Data;Credor;Nome Credor;Docto Credor;Ficha;Nº Contrato;Ano Contrato;Dotação;Órgão;Unidade;Função;SubFunção;Programa;Ação;Natureza;Categoria;Grupo da Despesa;Modalidade Aplicação;Elemento Despesa;Fonte;Aplicação;SubElemento;Atuação;Cód Conta;Conta;Projeto;Empenho;Estorno;Anulado;Não processado;Processado;Valor OP;OP Baixada;Saldo a pagar;Processo;Licitação;Tipo Licitação;Histórico
;;3033;2019;;;30/01/2019;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;991;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;438,23;0;0;0;438,23;438,23;438,23;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3034;2019;;;30/01/2019;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;993;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1132,03;0;0;0;1132,03;1132,03;1132,03;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3035;2019;;;30/01/2019;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;994;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;5341,93;0;0;0;5341,93;5341,93;5341,93;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3036;2019;;;30/01/2019;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;995;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1116,92;0;0;0;1116,92;1116,92;1116,92;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3037;2019;;;30/01/2019;25577;Folha De Pagamento - Tesouro;;1119;;;70.01.3.1.90.16.13.122.0071.2.192.01;70;1;13;122;71;2192;319016;3;1;90;16;1;110000;44;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;981,18;0;0;0;981,18;981,18;981,18;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3038;2019;;;30/01/2019;25577;Folha De Pagamento - Tesouro;;1119;;;70.01.3.1.90.16.13.122.0071.2.192.01;70;1;13;122;71;2192;319016;3;1;90;16;1;110000;990;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;277,93;0;0;0;277,93;277,93;277,93;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3224;2019;;;31/01/2019;25082;Instituto De Previdencia Do Municipio De Sao Bernardo Do Campo; CNPJ 14.337.579/0001-97;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;993;Entidade Pública;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1361,18;0;0;0;1361,18;1361,18;1361,18;0;15253/2012;/;24 - OUTROS;
;;3504;2019;;;31/01/2019;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;151;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;2708,1;0;0;0;2708,1;2708,1;2708,1;0;20/2019;/;11 - FOLHA DE PAGAMENTO;
;;3505;2019;;;31/01/2019;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;152;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;438,09;0;0;0;438,09;438,09;438,09;0;20/2019;/;11 - FOLHA DE PAGAMENTO;
;;3506;2019;;;31/01/2019;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;153;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;977,61;0;0;0;977,61;977,61;977,61;0;24/2019;/;11 - FOLHA DE PAGAMENTO;
;;3507;2019;;;31/01/2019;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;154;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;158,15;0;0;0;158,15;158,15;158,15;0;24/2019;/;11 - FOLHA DE PAGAMENTO;
;;3508;2019;;;31/01/2019;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;1;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;940,62;0;0;0;940,62;940,62;940,62;0;24/2019;/;11 - FOLHA DE PAGAMENTO;
;;3509;2019;;;31/01/2019;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;12;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1001,78;0;0;0;1001,78;1001,78;1001,78;0;24/2019;/;11 - FOLHA DE PAGAMENTO;
;;3510;2019;;;31/01/2019;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;21;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;15511,28;0;0;0;15511,28;15511,28;15511,28;0;20/2019;/;11 - FOLHA DE PAGAMENTO;
;;3511;2019;;;31/01/2019;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;22;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;6038,9;0;0;0;6038,9;6038,9;6038,9;0;20/2019;/;11 - FOLHA DE PAGAMENTO;
;;3605;2019;;;31/01/2019;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1325,44;0;0;0;1325,44;1325,44;1325,44;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3606;2019;;;31/01/2019;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;603;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;4207,77;0;0;0;4207,77;4207,77;4207,77;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
;;3703;2019;;;01/02/2019;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;431;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;3899,3;0;0;0;3899,3;3899,3;3899,3;0;25/2019;/;11 - FOLHA DE PAGAMENTO;
