Quebra;Quebra2;Empenho;Ano Empenho;Fundo;Descrição Fundo;Data;Credor;Nome Credor;Docto Credor;Ficha;Nº Contrato;Ano Contrato;Dotação;Órgão;Unidade;Função;SubFunção;Programa;Ação;Natureza;Categoria;Grupo da Despesa;Modalidade Aplicação;Elemento Despesa;Fonte;Aplicação;SubElemento;Atuação;Cód Conta;Conta;Projeto;Empenho;Estorno;Anulado;Não processado;Processado;Valor OP;OP Baixada;Saldo a pagar;Processo;Licitação;Tipo Licitação;Histórico
;;644;2020;;;02/01/2020;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;17;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;30,47;0;0;0;30,47;30,47;30,47;0;0/0;/;11 - FOLHA DE PAGAMENTO;
;;1066;2020;;;02/01/2020;1315;Cooperativa Paulista De Teatro; CNPJ 51.561.819/0001-69;1144;;;70.10.3.3.90.39.13.392.0072.2.189.01;70;10;13;392;72;2189;339039;3;3;90;39;1;110000;48;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7058;191316;0;0;0;191316;191316;191316;0;42532/2018;32/2019;28 - PREGÃO PRESENCIAL.;
;;1212;2020;;;02/01/2020;34737;Empresa Brasileira De Correios E Telegrafos; CNPJ 34.028.316/0031-29;1127;;;70.01.3.3.90.39.13.122.0071.2.193.01;70;1;13;122;71;2193;339039;3;3;90;39;1;110000;47;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7108;1000;0;0;0;1000;1000;1000;0;40820/2018;/;67 - DISPENSA - INC.VIII - ART.24;
;;1270;2020;;;02/01/2020;4036;Companhia Ultragaz S A; CNPJ 61.602.199/0003-84;1121;;;70.01.3.3.90.30.13.122.0071.2.193.01;70;1;13;122;71;2193;339030;3;3;90;30;1;110000;4;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7108;500;500;0;0;0;0;0;0;49510/2018;521/2019;28 - PREGÃO PRESENCIAL.;
;;1352;2020;;;02/01/2020;10792;Telefonica Brasil Sa; CNPJ 02.558.157/0001-62;1520;;;70.01.3.3.90.40.13.122.0071.2.193.01;70;1;13;122;71;2193;339040;3;3;90;40;1;110000;24;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7108;5000;0;0;0;5000;5000;5000;0;2646/2018;56/2019;28 - PREGÃO PRESENCIAL.;
;;1533;2020;;;02/01/2020;20448;Digital Locacao E Comercio De Equipamentos De Impressao Ltda ; CNPJ 05.548.134/0001-65;1520;;;70.01.3.3.90.40.13.122.0071.2.193.01;70;1;13;122;71;2193;339040;3;3;90;40;1;110000;1;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7108;378;16,32;0;0;361,68;361,68;361,68;0;5602/2014;42/2014;28 - PREGÃO PRESENCIAL.;
;;1546;2020;;;02/01/2020;8699;Orquestra Sinfonica Jovem Municipal De Santo Andre;;1139;;;70.10.3.3.90.36.13.122.0072.2.191.01;70;10;13;122;72;2191;339036;3;3;90;36;1;110000;99;Auxilio Financeiro;252;07.400-4 - C/ MOVIMENTO;7026;126714,8;0;0;0;126714,8;126714,8;126714,8;0;198/2020;/;24 - OUTROS;
;;1790;2020;;;13/01/2020;35630;Pfst - Programa Frente Social De Trabalho - Adm;;1234;;;70.01.3.3.90.48.13.122.0071.2.192.01;70;1;13;122;71;2192;339048;3;3;90;48;1;110000;0;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;22317,13;0;0;0;22317,13;22317,13;22317,13;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2967;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;14;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;13,66;0;0;0;13,66;13,66;13,66;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2968;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;11;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;3013,1;0;0;0;3013,1;3013,1;3013,1;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2969;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;992;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;969,73;0;0;0;969,73;969,73;969,73;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2970;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;12;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;72992,6;0;0;0;72992,6;72992,6;72992,6;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2971;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;13;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;51026,25;0;0;0;51026,25;51026,25;51026,25;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2972;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;14;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;21747,77;0;0;0;21747,77;21747,77;21747,77;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2973;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;15;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;159169,96;0;0;0;159169,96;159169,96;159169,96;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2974;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;47;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;3833,99;0;0;0;3833,99;3833,99;3833,99;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2975;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;71;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;6314,83;0;0;0;6314,83;6314,83;6314,83;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2976;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;91;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;890,74;0;0;0;890,74;890,74;890,74;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2977;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;103;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;788,81;0;0;0;788,81;788,81;788,81;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2978;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;65659,98;0;0;0;65659,98;65659,98;65659,98;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2979;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;332;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;22951,79;0;0;0;22951,79;22951,79;22951,79;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2980;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;333;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2774,05;0;0;0;2774,05;2774,05;2774,05;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2981;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;94218,84;0;0;0;94218,84;94218,84;94218,84;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2982;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;372;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;44234,94;0;0;0;44234,94;44234,94;44234,94;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2983;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;373;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2894,64;0;0;0;2894,64;2894,64;2894,64;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2984;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;374;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;3945,94;0;0;0;3945,94;3945,94;3945,94;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2985;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;401;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;754,99;0;0;0;754,99;754,99;754,99;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2986;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;431;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;26527,6;0;0;0;26527,6;26527,6;26527,6;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2987;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;26416,12;0;0;0;26416,12;26416,12;26416,12;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2988;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;452;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;965,43;0;0;0;965,43;965,43;965,43;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;2989;2020;;;29/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;753;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;17225,05;0;0;0;17225,05;17225,05;17225,05;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3100;2020;;;31/01/2020;25577;Folha De Pagamento - Tesouro;;1119;;;70.01.3.1.90.16.13.122.0071.2.192.01;70;1;13;122;71;2192;319016;3;1;90;16;1;110000;44;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1892,79;0;0;0;1892,79;1892,79;1892,79;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3101;2020;;;31/01/2020;25577;Folha De Pagamento - Tesouro;;1119;;;70.01.3.1.90.16.13.122.0071.2.192.01;70;1;13;122;71;2192;319016;3;1;90;16;1;110000;990;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;300,17;0;0;0;300,17;300,17;300,17;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3138;2020;;;31/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;5682,26;0;0;0;5682,26;5682,26;5682,26;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3139;2020;;;31/01/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1789,91;0;0;0;1789,91;1789,91;1789,91;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3429;2020;;;31/01/2020;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;16;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;767,15;0;0;0;767,15;767,15;767,15;0;abr/20;/;11 - FOLHA DE PAGAMENTO;
;;3430;2020;;;31/01/2020;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;17;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;241,11;0;0;0;241,11;241,11;241,11;0;mar/20;/;11 - FOLHA DE PAGAMENTO;
;;3431;2020;;;31/01/2020;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;161;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;222,79;0;0;0;222,79;222,79;222,79;0;abr/20;/;11 - FOLHA DE PAGAMENTO;
;;3432;2020;;;31/01/2020;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1116;;;70.01.3.1.90.04.13.122.0071.2.192.01;70;1;13;122;71;2192;319004;3;1;90;4;1;110000;171;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;78,6;0;0;0;78,6;78,6;78,6;0;mar/20;/;11 - FOLHA DE PAGAMENTO;
;;3433;2020;;;31/01/2020;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;1;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;930,65;0;0;0;930,65;930,65;930,65;0;mar/20;/;11 - FOLHA DE PAGAMENTO;
;;3434;2020;;;31/01/2020;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;12;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1189,52;0;0;0;1189,52;1189,52;1189,52;0;mar/20;/;11 - FOLHA DE PAGAMENTO;
;;3435;2020;;;31/01/2020;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;21;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;20491,96;0;0;0;20491,96;20491,96;20491,96;0;abr/20;/;11 - FOLHA DE PAGAMENTO;
;;3436;2020;;;31/01/2020;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;22;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;9863,27;0;0;0;9863,27;9863,27;9863,27;0;abr/20;/;11 - FOLHA DE PAGAMENTO;
;;3555;2020;;;04/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;431;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;12750,83;0;0;0;12750,83;12750,83;12750,83;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3556;2020;;;04/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;5979,28;0;0;0;5979,28;5979,28;5979,28;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3817;2020;;;05/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;13;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;44975,96;0;0;0;44975,96;44975,96;44975,96;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3818;2020;;;05/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;15;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;150539,41;0;0;0;150539,41;150539,41;150539,41;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3819;2020;;;05/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;58693,11;0;0;0;58693,11;58693,11;58693,11;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3820;2020;;;05/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;333;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1849,36;0;0;0;1849,36;1849,36;1849,36;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3821;2020;;;05/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;89044,61;0;0;0;89044,61;89044,61;89044,61;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3822;2020;;;05/02/2020;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;373;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;3685,7;0;0;0;3685,7;3685,7;3685,7;0;jan/20;/;11 - FOLHA DE PAGAMENTO;
;;3858;2020;;;06/02/2020;34651;Rise Comercio Comunicacao E Eventos Eireli - Epp; CNPJ 08.618.261/0001-81;1148;;;70.80.3.3.90.39.27.813.0073.2.194.01;70;80;27;813;73;2194;339039;3;3;90;39;1;110000;99;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7083;23254;6644;0;0;16610;16610;16610;0;6586/2019;17/2019;28 - PREGÃO PRESENCIAL.;
;;3939;2020;;;14/02/2020;36572;Mei Carolina De Melo Ferraresi; CNPJ 35.618.300/0001-13;1127;;;70.01.3.3.90.39.13.122.0071.2.193.01;70;1;13;122;71;2193;339039;3;3;90;39;1;110000;5;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7047;1500;0;0;0;1500;1500;1500;0;2453/2020;/;75 - INEXIGIBILIDADE - CAPUT - ART.25;
;;3940;2020;;;14/02/2020;32546;Uirapuru Comunicacao E Editora Ltda - Me; CNPJ 23.203.562/0001-38;1127;;;70.01.3.3.90.39.13.122.0071.2.193.01;70;1;13;122;71;2193;339039;3;3;90;39;1;110000;5;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7047;1500;0;0;0;1500;1500;1500;0;2455/2020;/;75 - INEXIGIBILIDADE - CAPUT - ART.25;
;;3941;2020;;;14/02/2020;36010;Mei Antonio Duque De Souza Neto; CNPJ 20.993.763/0001-98;1127;;;70.01.3.3.90.39.13.122.0071.2.193.01;70;1;13;122;71;2193;339039;3;3;90;39;1;110000;5;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7047;1500;0;0;0;1500;1500;1500;0;2458/2020;/;75 - INEXIGIBILIDADE - CAPUT - ART.25;
;;4091;2020;;;20/02/2020;36010;Mei Antonio Duque De Souza Neto; CNPJ 20.993.763/0001-98;1146;;;70.10.3.3.90.39.13.392.0072.2.190.03;70;10;13;392;72;2190;339039;3;3;90;39;3;1000255;99;PREMIAÇÃO;747;82.755-X - FUNDO MUNICIPAL DE CULTURA;7071;7300;0;0;0;7300;7300;7300;0;20468/2019;/;24 - OUTROS;
;;4170;2020;;;20/02/2020;4036;Companhia Ultragaz S A; CNPJ 61.602.199/0003-84;1121;;;70.01.3.3.90.30.13.122.0071.2.193.01;70;1;13;122;71;2193;339030;3;3;90;30;1;110000;4;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7108;500;500;0;0;0;0;0;0;49510/2018;521/2019;28 - PREGÃO PRESENCIAL.;
;;4194;2020;;;21/02/2020;8699;Orquestra Sinfonica Jovem Municipal De Santo Andre;;1139;;;70.10.3.3.90.36.13.122.0072.2.191.01;70;10;13;122;72;2191;339036;3;3;90;36;1;110000;99;Auxilio Financeiro;252;07.400-4 - C/ MOVIMENTO;7026;136067,53;0;0;0;136067,53;136067,53;136067,53;0;198/2020;/;24 - OUTROS;
