Quebra;Quebra2;Empenho;Ano Empenho;Fundo;Descrição Fundo;Data;Credor;Nome Credor;Docto Credor;Ficha;Nº Contrato;Ano Contrato;Dotação;Órgão;Unidade;Função;SubFunção;Programa;Ação;Natureza;Categoria;Grupo da Despesa;Modalidade Aplicação;Elemento Despesa;Fonte;Aplicação;SubElemento;Atuação;Cód Conta;Conta;Projeto;Empenho;Estorno;Anulado;Não processado;Processado;Valor OP;OP Baixada;Saldo a pagar;Processo;Licitação;Tipo Licitação;Histórico
;;550;2021;;;02/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;5888,68;0;0;0;5888,68;5888,68;5888,68;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;746;2021;;;02/01/2021;8699;Orquestra Sinfonica Jovem Municipal De Santo Andre;;1139;;;70.10.3.3.90.36.13.122.0072.2.191.01;70;10;13;122;72;2191;339036;3;3;90;36;1;110000;99;Auxilio Financeiro;252;07.400-4 - C/ MOVIMENTO;7026;132320,15;0;0;0;132320,15;132320,15;132320,15;0;41/2021;/;24 - OUTROS;
;;1664;2021;;;22/01/2021;35630;Pfst - Programa Frente Social De Trabalho - Adm;;1234;;;70.01.3.3.90.48.13.122.0071.2.192.01;70;1;13;122;71;2192;339048;3;3;90;48;1;110000;99;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;16023,33;0;0;0;16023,33;16023,33;16023,33;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;1721;2021;;;22/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;11;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;9221,4;0;0;0;9221,4;9221,4;9221,4;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;1722;2021;;;22/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;47;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;25935,18;0;0;0;25935,18;25935,18;25935,18;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;1723;2021;;;22/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;71;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;434,53;0;0;0;434,53;434,53;434,53;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;1724;2021;;;22/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2074,82;0;0;0;2074,82;2074,82;2074,82;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;1725;2021;;;22/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;431;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;864,51;0;0;0;864,51;864,51;864,51;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2342;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;12;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;64832,28;0;0;0;64832,28;64832,28;64832,28;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2343;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;13;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;23476,85;0;0;0;23476,85;23476,85;23476,85;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2344;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;14;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;3934,62;0;0;0;3934,62;3934,62;3934,62;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2345;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;15;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;160964,27;0;0;0;160964,27;160964,27;160964,27;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2346;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;47;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;13589,68;0;0;0;13589,68;13589,68;13589,68;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2347;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;71;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;6781,48;0;0;0;6781,48;6781,48;6781,48;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2348;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;91;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1679,55;0;0;0;1679,55;1679,55;1679,55;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2349;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;52794,03;0;0;0;52794,03;52794,03;52794,03;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2350;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;332;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;28616,34;0;0;0;28616,34;28616,34;28616,34;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2351;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;333;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2774,05;0;0;0;2774,05;2774,05;2774,05;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2352;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;95767,42;0;0;0;95767,42;95767,42;95767,42;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2353;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;372;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;41882,77;0;0;0;41882,77;41882,77;41882,77;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2354;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;373;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;3851,42;0;0;0;3851,42;3851,42;3851,42;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2355;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;374;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2832,92;0;0;0;2832,92;2832,92;2832,92;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2356;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;401;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;895,83;0;0;0;895,83;895,83;895,83;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2357;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;431;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;15667,62;0;0;0;15667,62;15667,62;15667,62;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2358;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;16331,65;0;0;0;16331,65;16331,65;16331,65;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2359;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;753;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;13451,73;0;0;0;13451,73;13451,73;13451,73;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2360;2021;;;27/01/2021;25577;Folha De Pagamento - Tesouro;;1119;;;70.01.3.1.90.16.13.122.0071.2.192.01;70;1;13;122;71;2192;319016;3;1;90;16;1;110000;990;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;300,17;0;0;0;300,17;300,17;300,17;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2876;2021;;;29/01/2021;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;1;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1236,45;0;0;0;1236,45;1236,45;1236,45;0;19/2021;/;11 - FOLHA DE PAGAMENTO;
;;2877;2021;;;29/01/2021;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;12;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;902,32;0;0;0;902,32;902,32;902,32;0;19/2021;/;11 - FOLHA DE PAGAMENTO;
;;2878;2021;;;29/01/2021;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;21;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;11278,22;0;0;0;11278,22;11278,22;11278,22;0;13/2021;/;11 - FOLHA DE PAGAMENTO;
;;2879;2021;;;29/01/2021;8641;Instituto Nacional Do Seguro Social; CNPJ 29.979.036/0362-50;1118;;;70.01.3.1.90.13.13.122.0071.2.192.01;70;1;13;122;71;2192;319013;3;1;90;13;1;110000;22;Encargos Sociais;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2557,68;0;0;0;2557,68;2557,68;2557,68;0;13/2021;/;11 - FOLHA DE PAGAMENTO;
;;2910;2021;;;29/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;11443,58;0;0;0;11443,58;11443,58;11443,58;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2911;2021;;;29/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;3323,37;0;0;0;3323,37;3323,37;3323,37;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;2912;2021;;;29/01/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2051,99;0;0;0;2051,99;2051,99;2051,99;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3165;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;431;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;7563,79;0;0;0;7563,79;7563,79;7563,79;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3166;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;451;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2521,26;0;0;0;2521,26;2521,26;2521,26;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3357;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;13;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;22677,08;0;0;0;22677,08;22677,08;22677,08;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3358;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;15;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;147588,11;0;0;0;147588,11;147588,11;147588,11;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3359;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;55107,77;0;0;0;55107,77;55107,77;55107,77;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3360;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;333;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1849,36;0;0;0;1849,36;1849,36;1849,36;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3361;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;86768,46;0;0;0;86768,46;86768,46;86768,46;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3362;2021;;;10/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;373;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;4456,22;0;0;0;4456,22;4456,22;4456,22;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3413;2021;;;12/02/2021;8699;Orquestra Sinfonica Jovem Municipal De Santo Andre;;1139;;;70.10.3.3.90.36.13.122.0072.2.191.01;70;10;13;122;72;2191;339036;3;3;90;36;1;110000;99;Auxilio Financeiro;252;07.400-4 - C/ MOVIMENTO;7026;130320,15;0;0;0;130320,15;130320,15;130320,15;0;41/2021;/;24 - OUTROS;
;;3443;2021;;;17/02/2021;35630;Pfst - Programa Frente Social De Trabalho - Adm;;1234;;;70.01.3.3.90.48.13.122.0071.2.192.01;70;1;13;122;71;2192;339048;3;3;90;48;1;110000;99;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;399;0;0;0;399;399;399;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;3614;2021;;;26/02/2021;35630;Pfst - Programa Frente Social De Trabalho - Adm;;1234;;;70.01.3.3.90.48.13.122.0071.2.192.01;70;1;13;122;71;2192;339048;3;3;90;48;1;110000;99;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;16316,67;0;0;0;16316,67;16316,67;16316,67;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4331;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;12;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;23184,58;0;0;0;23184,58;23184,58;23184,58;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4332;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;13;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;37259,2;0;0;0;37259,2;37259,2;37259,2;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4333;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;14;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;291,46;0;0;0;291,46;291,46;291,46;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4334;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;15;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;203666,85;0;0;0;203666,85;203666,85;203666,85;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4335;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;47;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;18825,94;0;0;0;18825,94;18825,94;18825,94;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4336;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;71;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;6781,48;0;0;0;6781,48;6781,48;6781,48;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4337;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;91;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;1679,55;0;0;0;1679,55;1679,55;1679,55;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4338;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;331;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;72020,21;0;0;0;72020,21;72020,21;72020,21;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4339;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;332;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;11330,81;0;0;0;11330,81;11330,81;11330,81;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4340;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;333;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;2774,05;0;0;0;2774,05;2774,05;2774,05;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4341;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;371;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;125260,87;0;0;0;125260,87;125260,87;125260,87;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4342;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;372;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;13989,91;0;0;0;13989,91;13989,91;13989,91;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
;;4343;2021;;;26/02/2021;25577;Folha De Pagamento - Tesouro;;1117;;;70.01.3.1.90.11.13.122.0071.2.192.01;70;1;13;122;71;2192;319011;3;1;90;11;1;110000;373;Folha de Pagto;757;45.000.003-4 - FOLHA DE PAGAMENTO TESOURO;600;6474,5;0;0;0;6474,5;6474,5;6474,5;0;23/2021;/;11 - FOLHA DE PAGAMENTO;
