Quebra;Quebra2;Empenho;Ano Empenho;Fundo;Descrição Fundo;Data;Credor;Nome Credor;Docto Credor;Ficha;Nº Contrato;Ano Contrato;Dotação;Órgão;Unidade;Função;SubFunção;Programa;Ação;Natureza;Categoria;Grupo da Despesa;Modalidade Aplicação;Elemento Despesa;Fonte;Aplicação;SubElemento;Atuação;Cód Conta;Conta;Projeto;Empenho;Estorno;Anulado;Não processado;Processado;Valor OP;OP Baixada;Saldo a pagar;Processo;Licitação;Tipo Licitação;Histórico
;;427;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;995,68;0;0;0;995,68;995,68;995,68;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;428;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;18343,98;0;0;0;18343,98;18343,98;18343,98;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;429;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;13;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;412,88;0;0;0;412,88;412,88;412,88;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;430;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;8705,24;0;0;0;8705,24;8705,24;8705,24;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;431;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;333;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;917,36;0;0;0;917,36;917,36;917,36;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;432;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;13054,59;0;0;0;13054,59;13054,59;13054,59;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;433;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;373;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;778,17;0;0;0;778,17;778,17;778,17;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;434;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;825,73;0;0;0;825,73;825,73;825,73;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;435;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;37,15;0;0;0;37,15;37,15;37,15;0;49/2016;/;11 - FOLHA DE PAGAMENTO;
;;739;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;34075,88;0;0;0;34075,88;34075,88;34075,88;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;740;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;13;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;3244,86;0;0;0;3244,86;3244,86;3244,86;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;741;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;6779,72;0;0;0;6779,72;6779,72;6779,72;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;742;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;14735,92;0;0;0;14735,92;14735,92;14735,92;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;743;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;78071,98;0;0;0;78071,98;78071,98;78071,98;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;744;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;13;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1000;0;0;0;1000;1000;1000;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;745;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;27319,33;0;0;0;27319,33;27319,33;27319,33;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;746;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;44706,86;0;0;0;44706,86;44706,86;44706,86;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;747;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;8425,75;0;0;0;8425,75;8425,75;8425,75;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;748;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;3510,12;0;0;0;3510,12;3510,12;3510,12;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;749;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;2265,44;0;0;0;2265,44;2265,44;2265,44;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;750;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1119;;;70.50.3.1.90.11.13.122.0081.2.247.01;70;50;13;122;81;2247;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;6079,83;0;0;0;6079,83;6079,83;6079,83;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;751;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1119;;;70.50.3.1.90.11.13.122.0081.2.247.01;70;50;13;122;81;2247;319011;3;1;90;11;1;110000;13;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;3078,15;0;0;0;3078,15;3078,15;3078,15;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;752;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1119;;;70.50.3.1.90.11.13.122.0081.2.247.01;70;50;13;122;81;2247;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1582,68;0;0;0;1582,68;1582,68;1582,68;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;753;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1119;;;70.50.3.1.90.11.13.122.0081.2.247.01;70;50;13;122;81;2247;319011;3;1;90;11;1;110000;333;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1636,73;0;0;0;1636,73;1636,73;1636,73;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;754;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1119;;;70.50.3.1.90.11.13.122.0081.2.247.01;70;50;13;122;81;2247;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;4306,52;0;0;0;4306,52;4306,52;4306,52;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;755;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1119;;;70.50.3.1.90.11.13.122.0081.2.247.01;70;50;13;122;81;2247;319011;3;1;90;11;1;110000;373;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;2970,37;0;0;0;2970,37;2970,37;2970,37;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;1273;2017;;;02/01/2017;8699;Orquestra Sinfonica Jovem Municipal De Santo Andre;;1123;;;70.50.3.3.90.36.13.122.0081.2.248.01;70;50;13;122;81;2248;339036;3;3;90;36;1;110000;99;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7026;167113;0;0;0;167113;167113;167113;0;816/2017;/;24 - OUTROS;
;;1347;2017;;;02/01/2017;10792;Telefonica Brasil Sa; CNPJ 02.558.157/0001-62;1034;;;70.01.3.3.90.39.13.122.0068.2.217.01;70;1;13;122;68;2217;339039;3;3;90;39;1;110000;58;Fornecedor;252;07.400-4 - C/ MOVIMENTO;6539;5000;0;0;0;5000;5000;5000;0;2782/2013;77/2013;28 - PREGÃO PRESENCIAL.;
;;1549;2017;;;02/01/2017;20448;Digital Locacao E Comercio De Equipamentos De Impressao Ltda ; CNPJ 05.548.134/0001-65;1034;;;70.01.3.3.90.39.13.122.0068.2.217.01;70;1;13;122;68;2217;339039;3;3;90;39;1;110000;12;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7077;482,24;0;0;0;482,24;482,24;482,24;0;/;42/2014;28 - PREGÃO PRESENCIAL.;
;;1550;2017;;;02/01/2017;22440;Gasball Armazenadora E Distribuidora Ltda; CNPJ 02.430.968/0001-83;1028;;;70.01.3.3.90.30.13.122.0068.2.217.01;70;1;13;122;68;2217;339030;3;3;90;30;1;110000;4;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7108;495;0;0;495;0;0;0;495;2333/2015;592/2015;28 - PREGÃO PRESENCIAL.;
;;1552;2017;;;02/01/2017;651;Empresa Brasileira De Correios E Telegrafos; CNPJ 34.028.316/0001-03;1034;;;70.01.3.3.90.39.13.122.0068.2.217.01;70;1;13;122;68;2217;339039;3;3;90;39;1;110000;58;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7077;1133,33;0;0;0;1133,33;1133,33;1133,33;0;1568/2014;/;67 - DISPENSA - INC.VIII - ART.24;
;;1554;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1028;;;70.01.3.3.90.30.13.122.0068.2.217.01;70;1;13;122;68;2217;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7108;531;0;0;0;531;531;531;0;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1555;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1046;;;70.10.3.3.90.30.13.392.0069.2.219.01;70;10;13;392;69;2219;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7017;396;0;0;0;396;396;396;0;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1556;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1046;;;70.10.3.3.90.30.13.392.0069.2.219.01;70;10;13;392;69;2219;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7058;261;0;0;0;261;261;261;0;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1557;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1046;;;70.10.3.3.90.30.13.392.0069.2.219.01;70;10;13;392;69;2219;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7076;126;0;0;0;126;126;126;0;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1559;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1046;;;70.10.3.3.90.30.13.392.0069.2.219.01;70;10;13;392;69;2219;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7075;261;0;0;0;261;261;261;0;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1560;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1046;;;70.10.3.3.90.30.13.392.0069.2.219.01;70;10;13;392;69;2219;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7086;198;0;0;0;198;198;198;0;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1561;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1046;;;70.10.3.3.90.30.13.392.0069.2.219.01;70;10;13;392;69;2219;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7031;459;0;0;0;459;459;459;0;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1563;2017;;;02/01/2017;31757;D.C. Distribuicao E Comercio De Produtos Eireli - Me; CNPJ 04.910.736/0001-58;1046;;;70.10.3.3.90.30.13.392.0069.2.219.01;70;10;13;392;69;2219;339030;3;3;90;30;1;110000;7;Fornecedor;252;07.400-4 - C/ MOVIMENTO;7006;459;0;0;0;459;459;387;72;16852/2016;61/2016;28 - PREGÃO PRESENCIAL.;
;;1629;2017;;;02/01/2017;8618;Caixa Economica Federal; CNPJ 00.360.305/0001-04;1042;;;70.10.3.1.90.04.13.392.0069.2.218.01;70;10;13;392;69;2218;319004;3;1;90;4;1;110000;153;Encargos Sociais;274;25.396-0 - SALÁRIOS E REFLEXOS;600;21,67;0;0;0;21,67;21,67;21,67;0;40/2017;/;11 - FOLHA DE PAGAMENTO;
;;1646;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;13;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;156,55;0;0;0;156,55;156,55;156,55;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;1647;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;432;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;391,39;0;0;0;391,39;391,39;391,39;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;1648;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1042;;;70.10.3.1.90.04.13.392.0069.2.218.01;70;10;13;392;69;2218;319004;3;1;90;4;1;110000;998;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;241,86;0;0;0;241,86;241,86;241,86;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2036;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;994;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;808,65;0;0;0;808,65;808,65;808,65;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2037;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;995;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;805,08;0;0;0;805,08;805,08;805,08;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2038;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1238,6;0;0;0;1238,6;1238,6;1238,6;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2039;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;55,74;0;0;0;55,74;55,74;55,74;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2040;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1108;;;70.40.3.1.90.11.13.391.0080.2.162.01;70;40;13;391;80;2162;319011;3;1;90;11;1;110000;995;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;619,29;0;0;0;619,29;619,29;619,29;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2041;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1110;;;70.40.3.1.90.16.13.391.0080.2.162.01;70;40;13;391;80;2162;319016;3;1;90;16;1;110000;990;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;265,66;0;0;0;265,66;265,66;265,66;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2061;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;12;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;2309,27;0;0;0;2309,27;2309,27;2309,27;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2062;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;371;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;939,77;0;0;0;939,77;939,77;939,77;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2063;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;372;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;479,19;0;0;0;479,19;479,19;479,19;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2064;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1024;;;70.01.3.1.90.11.13.122.0068.2.216.01;70;1;13;122;68;2216;319011;3;1;90;11;1;110000;994;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;224,37;0;0;0;224,37;224,37;224,37;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2065;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1042;;;70.10.3.1.90.04.13.392.0069.2.218.01;70;10;13;392;69;2218;319004;3;1;90;4;1;110000;3;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;340,49;0;0;0;340,49;340,49;340,49;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2066;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1042;;;70.10.3.1.90.04.13.392.0069.2.218.01;70;10;13;392;69;2218;319004;3;1;90;4;1;110000;991;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;11556,34;0;0;0;11556,34;11556,34;11556,34;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2067;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1042;;;70.10.3.1.90.04.13.392.0069.2.218.01;70;10;13;392;69;2218;319004;3;1;90;4;1;110000;992;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1249,33;0;0;0;1249,33;1249,33;1249,33;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2068;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;11;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;17274,83;0;0;0;17274,83;17274,83;17274,83;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2069;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;12;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;8944,72;0;0;0;8944,72;8944,72;8944,72;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2070;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;13;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1651,45;0;0;0;1651,45;1651,45;1651,45;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
;;2071;2017;;;02/01/2017;25577;Folha De Pagamento - Tesouro;;1043;;;70.10.3.1.90.11.13.392.0069.2.218.01;70;10;13;392;69;2218;319011;3;1;90;11;1;110000;331;Folha de Pagto;274;25.396-0 - SALÁRIOS E REFLEXOS;600;1355,65;0;0;0;1355,65;1355,65;1355,65;0;47/2017;/;11 - FOLHA DE PAGAMENTO;
